,aes,consumption,consumptiongaespump,gesgaes,hour,tec,tes,vde,Дата
15,10136,18662,0,1900,15:00,1161,6343,80,15.03.2016
16,10134,18505,0,1776,16:00,1196,6328,58,15.03.2016
17,10147,18615,0,1809,17:00,1196,6339,18,15.03.2016
18,10112,18825,0,2120,18:00,1200,6353,6,15.03.2016
19,10125,19718,0,2784,19:00,1207,6494,99,15.03.2016
20,10152,19591,0,2908,20:00,1215,6274,130,15.03.2016
21,10138,19125,0,2516,21:00,1210,6153,149,15.03.2016
22,10181,18100,0,1631,22:00,1243,5984,129,15.03.2016
23,10150,17115,0,1059,23:00,1242,5681,96,15.03.2016
24,10173,16251,-534,972,24,1249,5680,47,15.03.2016
0,10173,16251,-534,972,00:00,1249,5680,47,16.03.2016
1,10175,15611,-534,520,01:00,1242,5122,45,16.03.2016
2,10110,15011,-1160,595,02:00,1246,5131,53,16.03.2016
3,10144,14819,-1162,425,03:00,1241,4972,77,16.03.2016
4,10147,14851,-1158,503,04:00,1236,4900,73,16.03.2016
5,10179,15283,-1161,615,05:00,1234,5107,90,16.03.2016
6,10166,15951,0,275,06:00,1240,5090,111,16.03.2016
7,10140,17258,0,1237,07:00,1229,5379,90,16.03.2016
8,10166,18074,0,1921,08:00,1231,5630,67,16.03.2016
9,10176,18422,0,1909,09:00,1241,5840,146,16.03.2016
10,10134,18400,0,1864,10:00,1245,5837,250,16.03.2016
11,10149,18700,0,2091,11:00,1237,5881,185,16.03.2016
12,10165,18271,0,1765,12:00,1264,5717,215,16.03.2016
13,10127,18136,0,1634,13:00,1261,5640,245,16.03.2016
14,10137,18008,0,1586,14:00,1254,5645,220,16.03.2016
15,10113,17871,0,1621,15:00,1244,5662,169,16.03.2016
16,10132,17901,0,1579,16:00,1192,5669,207,16.03.2016
17,10131,17887,0,1667,17:00,1204,5670,161,16.03.2016
18,10148,18326,0,2123,18:00,1212,5716,133,16.03.2016
19,10149,19416,0,3141,19:00,1209,5581,183,16.03.2016
20,10175,19360,0,3358,20:00,1202,5493,185,16.03.2016
21,10158,19014,0,2952,21:00,1207,5476,167,16.03.2016
22,10147,17923,0,2017,22:00,1201,5349,137,16.03.2016
23,10112,17095,0,1228,23:00,1178,5240,180,16.03.2016
24,10168,16258,-45,445,24,1201,5319,153,16.03.2016
0,10168,16258,-45,445,00:00,1201,5319,153,17.03.2016
1,10140,15310,-950,678,01:00,1208,5061,136,17.03.2016
2,10178,14944,-1161,387,02:00,1209,5065,197,17.03.2016
3,10164,14767,-1159,352,03:00,1207,4920,196,17.03.2016
4,10165,14754,-1162,294,04:00,1209,4867,179,17.03.2016
5,10160,14959,-1149,424,05:00,1208,5061,163,17.03.2016
6,10199,15845,-398,399,06:00,1206,5164,143,17.03.2016
7,10172,17263,0,1285,07:00,1208,5426,151,17.03.2016
8,10176,17933,0,1638,08:00,1212,5677,195,17.03.2016
9,10170,18614,0,2280,09:00,1178,5609,246,17.03.2016
10,10136,18824,0,2389,10:00,1208,5696,282,17.03.2016
11,10157,19143,0,2707,11:00,1206,5688,315,17.03.2016
12,10143,18792,0,2549,12:00,1207,5452,362,17.03.2016
13,10133,18745,0,2595,13:00,1197,5361,363,17.03.2016
14,10119,18837,0,2700,14:00,1179,5390,323,17.03.2016
15,10116,18670,0,2629,15:00,1202,5371,242,17.03.2016
16,10103,18740,0,2609,16:00,1218,5376,232,17.03.2016
17,10125,18831,0,2599,17:00,1209,5647,127,17.03.2016
18,10124,19027,0,2635,18:00,1220,5959,49,17.03.2016
19,10123,19708,0,3144,19:00,1232,6260,25,17.03.2016
20,10146,19526,0,2899,20:00,1221,6440,67,17.03.2016
21,10126,19054,0,2258,21:00,1222,6383,115,17.03.2016
22,10122,17952,0,1331,22:00,1226,6201,118,17.03.2016
23,10156,17210,0,968,23:00,1248,5881,127,17.03.2016
24,10132,16238,-550,599,24,1251,5729,122,17.03.2016
0,10132,16238,-550,599,00:00,1251,5729,122,18.03.2016
1,10109,15314,-955,448,01:00,1261,5256,158,18.03.2016
2,10145,15011,-1168,556,02:00,1263,5095,107,18.03.2016
3,10141,14850,-1162,434,03:00,1273,4957,108,18.03.2016
4,10153,14745,-1158,382,04:00,1263,4849,106,18.03.2016
5,10116,15140,-1148,548,05:00,1243,4965,153,18.03.2016
6,10113,15749,-404,296,06:00,1246,5101,185,18.03.2016
7,10162,17178,0,975,07:00,1253,5461,200,18.03.2016
8,10131,17684,0,1362,08:00,1234,5676,182,18.03.2016
9,10165,18586,0,1894,09:00,1254,5804,238,18.03.2016
10,10157,18746,0,1904,10:00,1242,6125,303,18.03.2016
11,10152,18708,0,2120,11:00,1230,5968,326,18.03.2016
12,10133,18429,0,1839,12:00,1236,5880,395,18.03.2016
13,10149,18378,0,1790,13:00,1237,5780,415,18.03.2016
14,10135,18318,0,2018,14:00,1235,5575,370,18.03.2016
15,10157,18267,0,1872,15:00,1239,5579,302,18.03.2016
16,10175,18332,0,2010,16:00,1239,5566,272,18.03.2016
17,10147,18435,0,2104,17:00,1259,5586,231,18.03.2016
18,10160,18678,0,2330,18:00,1261,5650,216,18.03.2016
19,10125,19274,0,2953,19:00,1226,5807,228,18.03.2016
20,10114,19097,0,2609,20:00,1268,5940,232,18.03.2016
21,10103,18629,0,2194,21:00,1262,5822,229,18.03.2016
22,10169,17678,0,1929,22:00,1262,5248,231,18.03.2016
23,10137,16951,0,1306,23:00,1255,5108,230,18.03.2016
24,10136,16161,-452,1027,24,1266,4969,215,18.03.2016
0,10136,16161,-452,1027,00:00,1266,4969,215,19.03.2016
1,10157,15314,-541,493,01:00,1271,4778,215,19.03.2016
2,10140,14890,-1164,698,02:00,1267,4679,213,19.03.2016
3,10161,14832,-1158,517,03:00,1273,4503,198,19.03.2016
4,10182,14614,-1156,268,04:00,1274,4437,188,19.03.2016
5,10159,14725,-1153,606,05:00,1270,4445,151,19.03.2016
6,10185,15089,-523,247,06:00,1267,4464,175,19.03.2016
7,10187,15671,0,350,07:00,1269,4574,79,19.03.2016
8,10190,15957,0,265,08:00,1257,4991,74,19.03.2016
9,10201,17226,0,1127,09:00,1279,5256,90,19.03.2016
10,10164,17825,0,1471,10:00,1277,5419,131,19.03.2016
11,10111,18201,0,1800,11:00,1261,5414,164,19.03.2016
12,10140,18155,0,1830,12:00,1244,5406,225,19.03.2016
13,10125,18100,0,1813,13:00,1239,5391,251,19.03.2016
14,10090,18017,0,1535,14:00,1240,5550,321,19.03.2016
15,10146,17925,0,1175,15:00,1245,5678,337,19.03.2016
16,10112,17836,0,1005,16:00,1243,5885,276,19.03.2016
17,10145,18033,0,1164,17:00,1251,5970,154,19.03.2016
18,10116,18185,0,1590,18:00,1241,5869,138,19.03.2016
19,10110,19300,0,2786,19:00,1248,5760,191,19.03.2016
20,10106,19191,0,2692,20:00,1249,5805,96,19.03.2016
21,10149,18686,0,2337,21:00,1268,5653,48,19.03.2016
22,10173,17835,0,1643,22:00,1268,5577,98,19.03.2016
23,10118,17049,0,877,23:00,1268,5433,98,19.03.2016
24,10146,16142,0,500,24,1267,4964,110,19.03.2016
0,10146,16142,0,500,00:00,1267,4964,110,20.03.2016
1,10116,15381,-219,374,01:00,1261,4364,94,20.03.2016
2,10134,14892,-768,542,02:00,1263,4299,83,20.03.2016
3,10099,14715,-1161,541,03:00,1265,4547,60,20.03.2016
4,10116,14609,-1169,475,04:00,1261,4508,110,20.03.2016
5,10142,14896,-938,357,05:00,1264,4617,102,20.03.2016
6,10147,14903,-936,417,06:00,1269,4626,100,20.03.2016
7,10157,15349,-537,457,07:00,1241,4696,106,20.03.2016
8,10129,15797,0,223,08:00,1237,4783,142,20.03.2016
9,10144,16505,0,681,09:00,1245,4885,255,20.03.2016
10,10135,17068,0,1308,10:00,1240,4758,385,20.03.2016
11,10128,17490,0,1843,11:00,1239,4609,436,20.03.2016
12,10142,17378,0,1780,12:00,1232,4662,399,20.03.2016
13,10144,17425,0,1736,13:00,1258,4665,382,20.03.2016
14,10135,17421,0,1663,14:00,1267,4716,400,20.03.2016
15,10176,17410,0,1338,15:00,1260,4963,364,20.03.2016
16,10121,17381,0,1195,16:00,1256,5132,319,20.03.2016
17,10113,17739,0,1585,17:00,1263,5275,260,20.03.2016
18,10129,18137,0,1544,18:00,1261,5747,232,20.03.2016
19,10139,19076,0,2314,19:00,1256,5936,229,20.03.2016
20,10167,18941,0,1811,20:00,1263,6189,230,20.03.2016
21,10150,18680,0,1683,21:00,1261,6116,227,20.03.2016
22,10148,17764,0,806,22:00,1262,6022,227,20.03.2016
23,10152,16906,0,602,23:00,1263,5515,222,20.03.2016
24,10157,15957,0,143,24,1274,5232,214,20.03.2016
0,10157,15957,0,143,00:00,1274,5232,214,21.03.2016
1,10122,15199,-533,388,01:00,1263,4715,209,21.03.2016
2,10135,14925,-753,343,02:00,1275,4535,196,21.03.2016
3,10140,14495,-1157,407,03:00,1274,4562,191,21.03.2016
4,10103,14723,-1161,495,04:00,1270,4575,186,21.03.2016
5,10126,14954,-1148,682,05:00,1269,4663,179,21.03.2016
6,10130,15733,-396,331,06:00,1267,4993,176,21.03.2016
7,10148,17171,0,1268,07:00,1269,5282,151,21.03.2016
8,10077,17994,0,1734,08:00,1269,5616,169,21.03.2016
9,9936,18925,0,2164,09:00,1272,6379,204,21.03.2016
10,9261,19433,0,2864,10:00,1273,6611,251,21.03.2016
11,9252,19577,0,2948,11:00,1260,6750,305,21.03.2016
12,9268,19287,0,2560,12:00,1254,6816,328,21.03.2016
13,9288,19055,0,2228,13:00,1264,6808,373,21.03.2016
14,9276,19063,0,2239,14:00,1239,6927,248,21.03.2016
15,9296,18936,0,1924,15:00,1241,7098,234,21.03.2016
16,9329,18891,0,1581,16:00,1211,7411,250,21.03.2016
17,9311,18677,0,1173,17:00,1216,7697,193,21.03.2016
18,9379,18831,0,1698,18:00,1220,7327,89,21.03.2016
19,9475,19652,0,2420,19:00,1220,7339,130,21.03.2016
20,9570,19603,0,2497,20:00,1220,7183,110,21.03.2016
21,9544,19148,0,2013,21:00,1218,7109,105,21.03.2016
22,9585,18090,0,1008,22:00,1182,7003,112,21.03.2016
23,9605,16996,-26,704,23:00,1182,6598,114,21.03.2016
24,9585,16058,-548,332,24,1180,6523,99,21.03.2016
0,9585,16058,-548,332,00:00,1180,6523,99,22.03.2016
1,9565,15404,-944,631,01:00,1207,6024,67,22.03.2016
2,9571,14981,-1160,658,02:00,1214,5636,67,22.03.2016
3,9564,14631,-1161,441,03:00,1209,5549,59,22.03.2016
4,9580,14747,-1156,477,04:00,1205,5525,72,22.03.2016
5,9573,14993,-1150,712,05:00,1208,5576,86,22.03.2016
6,9639,15750,-404,503,06:00,1203,5682,42,22.03.2016
7,9715,17193,0,1071,07:00,1207,6036,64,22.03.2016
8,9701,17653,0,1082,08:00,1208,6632,97,22.03.2016
9,9717,18552,0,1718,09:00,1202,6432,103,22.03.2016
10,9731,18877,0,2416,10:00,1206,6344,101,22.03.2016
11,9695,18904,0,2465,11:00,1162,6252,181,22.03.2016
12,9732,18521,0,2190,12:00,1170,6219,196,22.03.2016
13,9709,18431,0,2037,13:00,1165,6225,185,22.03.2016
14,9721,18516,0,2365,14:00,1161,6186,134,22.03.2016
15,9727,18425,0,2110,15:00,1154,6161,57,22.03.2016
16,9747,18297,0,2133,16:00,1196,6159,24,22.03.2016
17,9710,18502,0,2276,17:00,1165,6182,17,22.03.2016
18,9711,18441,0,2174,18:00,1191,6341,5,22.03.2016
19,9740,19357,0,2901,19:00,1188,6421,7,22.03.2016
20,9746,19332,0,3545,20:00,1196,5783,13,22.03.2016
21,9758,18894,0,3404,21:00,1195,5409,10,22.03.2016
22,9778,17898,0,2556,22:00,1191,5299,11,22.03.2016
23,9769,17009,0,1367,23:00,1194,5604,6,22.03.2016
24,9755,15866,-489,847,24,1194,5554,11,22.03.2016
0,9755,15866,-489,847,00:00,1194,5554,11,23.03.2016
1,9772,15195,-486,623,01:00,1189,5073,22,23.03.2016
2,9738,14858,-885,691,02:00,1203,5026,15,23.03.2016
3,9780,14702,-1111,695,03:00,1215,5058,16,23.03.2016
4,9787,14589,-1111,543,04:00,1219,4981,41,23.03.2016
5,9771,14982,-1105,691,05:00,1220,5147,132,23.03.2016
6,9772,15702,0,457,06:00,1219,4989,92,23.03.2016
7,9783,16984,0,1416,07:00,1216,5301,107,23.03.2016
8,9789,17446,0,1894,08:00,1211,5425,72,23.03.2016
9,9201,18279,0,2668,09:00,1217,6014,144,23.03.2016
10,8849,18639,0,3202,10:00,1218,6217,167,23.03.2016
11,8835,18811,0,3432,11:00,1228,6177,173,23.03.2016
12,8822,18523,0,3181,12:00,1225,6238,154,23.03.2016
13,8827,18440,0,3005,13:00,1226,6280,118,23.03.2016
14,8811,18372,0,2753,14:00,1223,6435,213,23.03.2016
15,8814,18403,0,2124,15:00,1228,7082,156,23.03.2016
16,8828,18341,0,1991,16:00,1221,7239,108,23.03.2016
17,8829,18375,0,1631,17:00,1222,7662,135,23.03.2016
18,8840,18645,0,2015,18:00,1220,7628,140,23.03.2016
19,8810,19591,0,2865,19:00,1221,7848,89,23.03.2016
20,8842,19520,0,2580,20:00,1221,8047,132,23.03.2016
21,8822,19231,0,2020,21:00,1217,8240,64,23.03.2016
22,8819,18168,0,1221,22:00,1222,7884,65,23.03.2016
23,8810,17176,0,874,23:00,1224,7479,91,23.03.2016
24,9089,16052,-515,479,24,1223,6959,161,23.03.2016
0,9089,16052,-515,479,00:00,1223,6959,161,24.03.2016
1,9185,15551,-899,828,01:00,1218,6081,211,24.03.2016
2,9307,15124,-1120,785,02:00,1222,5796,205,24.03.2016
3,9430,15041,-1111,634,03:00,1222,5643,174,24.03.2016
4,9448,15150,-1112,702,04:00,1223,5594,214,24.03.2016
5,9436,15298,-1106,629,05:00,1227,5832,210,24.03.2016
6,9453,15740,-404,458,06:00,1226,5816,212,24.03.2016
7,9454,17342,0,1375,07:00,1220,5982,217,24.03.2016
8,9463,18023,0,1494,08:00,1220,6561,237,24.03.2016
9,9579,18862,0,1991,09:00,1187,6800,254,24.03.2016
10,9608,19273,0,2202,10:00,1194,6907,290,24.03.2016
11,9592,19640,0,2537,11:00,1193,6978,292,24.03.2016
12,9598,19389,0,2837,12:00,1187,6672,156,24.03.2016
13,9577,19293,0,2711,13:00,1170,6697,125,24.03.2016
14,9568,19255,0,2620,14:00,1175,6663,201,24.03.2016
15,9578,19083,0,2171,15:00,1167,6920,231,24.03.2016
16,9581,19063,0,2040,16:00,1162,6862,232,24.03.2016
17,9587,18994,0,2020,17:00,1167,6855,222,24.03.2016
18,9613,19219,0,2731,18:00,1168,6802,175,24.03.2016
19,9612,19793,0,3127,19:00,1166,6670,165,24.03.2016
20,9664,19652,0,3342,20:00,1165,6414,126,24.03.2016
21,9656,19182,0,3002,21:00,1158,6372,70,24.03.2016
22,9684,18202,0,2270,22:00,1163,6149,51,24.03.2016
23,9673,17140,-29,1624,23:00,1199,5771,50,24.03.2016
24,9722,16347,-489,1518,24,1200,5543,31,24.03.2016
0,9722,16347,-489,1518,00:00,1200,5543,31,25.03.2016
1,9710,15518,-900,727,01:00,1206,5780,34,25.03.2016
2,9672,15104,-902,515,02:00,1197,5580,43,25.03.2016
3,9725,14901,-1112,658,03:00,1193,5275,31,25.03.2016
4,9720,14700,-1113,514,04:00,1194,5237,32,25.03.2016
5,9732,15155,-1105,726,05:00,1182,5478,33,25.03.2016
6,9744,15621,-219,515,06:00,1191,5387,31,25.03.2016
7,9758,17180,0,1296,07:00,1204,5724,58,25.03.2016
8,9784,17843,0,1956,08:00,1207,5827,119,25.03.2016
9,9756,18798,0,2624,09:00,1208,6121,216,25.03.2016
10,9770,19120,0,2649,10:00,1202,6308,255,25.03.2016
11,9791,19407,0,2939,11:00,1204,6398,201,25.03.2016
12,9780,19264,0,2646,12:00,1193,6412,197,25.03.2016
13,9775,19134,0,2568,13:00,1203,6440,203,25.03.2016
14,9776,19123,0,2482,14:00,1205,6532,259,25.03.2016
15,9766,19018,0,2272,15:00,1197,6605,207,25.03.2016
16,9757,18807,0,2077,16:00,1197,6577,177,25.03.2016
17,9765,18808,0,2036,17:00,1201,6528,171,25.03.2016
18,9752,18722,0,2093,18:00,1204,6577,106,25.03.2016
19,9752,19456,0,2824,19:00,1203,6645,89,25.03.2016
20,9755,19450,0,2656,20:00,1197,6809,72,25.03.2016
21,9776,19048,0,2417,21:00,1200,6721,50,25.03.2016
22,9777,18195,0,1908,22:00,1181,6226,74,25.03.2016
23,9770,17261,0,1182,23:00,1217,6183,46,25.03.2016
24,9764,16309,-493,726,24,1216,6089,84,25.03.2016
0,9764,16309,-493,726,00:00,1216,6089,84,26.03.2016
1,9772,15392,-484,894,01:00,1216,5074,52,26.03.2016
2,9808,15051,-899,609,02:00,1215,5262,28,26.03.2016
3,9776,14769,-1119,293,03:00,1209,5469,16,26.03.2016
4,9769,14708,-1109,293,04:00,1201,5428,12,26.03.2016
5,9779,14829,-1110,293,05:00,1204,5470,7,26.03.2016
6,9778,15113,-702,293,06:00,1203,5440,11,26.03.2016
7,9784,15621,-219,540,07:00,1202,5128,49,26.03.2016
8,9780,16324,0,692,08:00,1208,5405,102,26.03.2016
9,9763,17370,0,1442,09:00,1201,5616,159,26.03.2016
10,9762,17808,0,1819,10:00,1202,5818,156,26.03.2016
11,9744,18180,0,2242,11:00,1196,5819,160,26.03.2016
12,9774,18118,0,2212,12:00,1196,5792,145,26.03.2016
13,9755,18115,0,2200,13:00,1198,5811,95,26.03.2016
14,9728,17829,0,1998,14:00,1197,5671,147,26.03.2016
15,9757,17724,0,1798,15:00,1199,5747,94,26.03.2016
16,9767,17668,0,1621,16:00,1199,5826,78,26.03.2016
17,9737,17818,0,1893,17:00,1199,5864,30,26.03.2016
18,9733,17964,0,2056,18:00,1195,6061,7,26.03.2016
19,9736,18988,0,2863,19:00,1199,6201,3,26.03.2016
20,9757,18990,0,2838,20:00,1194,6280,5,26.03.2016
21,9736,18530,0,2344,21:00,1199,6252,6,26.03.2016
22,9737,17713,0,2001,22:00,1191,5684,7,26.03.2016
23,9727,16770,0,1491,23:00,1197,5420,2,26.03.2016
24,9777,16027,0,701,24,1197,5175,12,26.03.2016
0,9777,16027,0,701,00:00,1197,5175,12,27.03.2016
1,9739,15291,-219,347,01:00,1191,4852,15,27.03.2016
2,9658,14677,-1114,357,02:00,1191,5069,21,27.03.2016
3,9696,14572,-1112,332,03:00,1196,4948,28,27.03.2016
4,9696,14588,-1112,332,04:00,1196,4948,28,27.03.2016
5,9729,14581,-1110,289,05:00,1194,4952,26,27.03.2016
6,9726,14862,-892,410,06:00,1189,4934,23,27.03.2016
7,9725,14994,-889,482,07:00,1201,5003,21,27.03.2016
8,9710,15170,-393,293,08:00,1194,5075,36,27.03.2016
9,9716,16022,0,542,09:00,1177,5170,69,27.03.2016
10,9733,16475,0,813,10:00,1176,5290,149,27.03.2016
11,9738,17222,0,1707,11:00,1174,5099,184,27.03.2016
12,9724,17165,0,1648,12:00,1181,5092,187,27.03.2016
13,9697,16873,0,1514,13:00,1173,5064,136,27.03.2016
14,9716,16820,0,1318,14:00,1178,5159,137,27.03.2016
15,9735,16727,0,1188,15:00,1176,5179,107,27.03.2016
16,9082,16654,0,1562,16:00,1173,5336,132,27.03.2016
17,8843,16766,0,1458,17:00,1172,5860,102,27.03.2016
18,8808,16450,0,1478,18:00,1164,6003,34,27.03.2016
19,8842,17006,0,1756,19:00,1165,5863,17,27.03.2016
20,8845,18265,0,2792,20:00,1169,6117,8,27.03.2016
21,8837,18812,0,3282,21:00,1169,6240,16,27.03.2016
22,8818,18095,0,2484,22:00,1141,6164,13,27.03.2016
23,8844,17151,0,1607,23:00,1130,6300,15,27.03.2016
24,8847,16079,0,421,24,1137,6372,27,27.03.2016
0,8847,16079,0,421,00:00,1137,6372,27,28.03.2016
1,8855,15103,-495,470,01:00,1129,5862,18,28.03.2016
2,8864,14402,-765,334,02:00,1131,5838,20,28.03.2016
3,8840,14019,-1114,353,03:00,1117,5756,32,28.03.2016
4,8847,14210,-1102,242,04:00,1122,5607,12,28.03.2016
5,8884,14456,-883,206,05:00,1125,5682,16,28.03.2016
6,8865,15139,-401,529,06:00,1117,5753,11,28.03.2016
7,8865,16483,0,1112,07:00,1119,5970,8,28.03.2016
8,8857,17339,0,1380,08:00,1115,6851,29,28.03.2016
9,8846,18585,0,2300,09:00,1118,7004,79,28.03.2016
10,8840,18931,0,2312,10:00,1123,7475,136,28.03.2016
11,8861,19120,0,2445,11:00,1123,7445,189,28.03.2016
12,8840,18836,0,2483,12:00,1112,7047,235,28.03.2016
13,8828,18626,0,2244,13:00,1109,7064,238,28.03.2016
14,8832,18593,0,2232,14:00,1144,6965,196,28.03.2016
15,8815,18301,0,2025,15:00,1149,6954,181,28.03.2016
16,8820,18132,0,1531,16:00,1156,7127,125,28.03.2016
17,8828,17893,0,1378,17:00,1163,7066,106,28.03.2016
18,8840,17504,0,1394,18:00,1150,6871,65,28.03.2016
19,8832,17821,0,1671,19:00,1148,6937,35,28.03.2016
20,8816,18979,0,2632,20:00,1162,7157,28,28.03.2016
21,8843,19361,0,2728,21:00,1163,7296,63,28.03.2016
22,8839,18465,0,1929,22:00,1153,7224,63,28.03.2016
23,8835,17476,0,1180,23:00,1147,7127,65,28.03.2016
24,8832,16284,-483,815,24,1157,6678,121,28.03.2016
0,8832,16284,-483,815,00:00,1157,6678,121,29.03.2016
1,8841,15315,-479,440,01:00,1151,6074,93,29.03.2016
2,8858,14902,-880,751,02:00,1148,5772,73,29.03.2016
3,8846,14477,-1319,560,03:00,1152,5864,68,29.03.2016
4,8838,14592,-1096,349,04:00,1112,5983,76,29.03.2016
5,8830,14865,-1097,435,05:00,1152,6019,51,29.03.2016
6,8842,15469,-387,309,06:00,1156,6200,48,29.03.2016
7,8819,16664,0,693,07:00,1156,6581,41,29.03.2016
8,8858,17403,0,1289,08:00,1158,6843,64,29.03.2016
9,8873,18398,0,2174,09:00,1148,7063,98,29.03.2016
10,8845,18518,0,2530,10:00,1157,6854,152,29.03.2016
11,8837,18629,0,2364,11:00,1151,6907,204,29.03.2016
12,8816,18255,0,2240,12:00,1148,6761,249,29.03.2016
13,8808,18055,0,2396,13:00,1151,6401,290,29.03.2016
14,8858,17952,0,2396,14:00,1153,6323,182,29.03.2016
15,8793,17732,0,2157,15:00,1143,6555,194,29.03.2016
16,8808,17615,0,1672,16:00,1147,6787,202,29.03.2016
17,8835,17408,0,1458,17:00,1149,6772,277,29.03.2016
18,8820,17095,0,1406,18:00,1147,6603,212,29.03.2016
19,8810,17411,0,1755,19:00,1139,6582,161,29.03.2016
20,8793,18751,0,3101,20:00,1130,6735,126,29.03.2016
21,8820,19178,0,3255,21:00,1134,6991,113,29.03.2016
22,8831,18263,0,2353,22:00,1141,6902,92,29.03.2016
23,8830,17270,0,1195,23:00,1138,7169,72,29.03.2016
24,8844,16235,-478,748,24,1134,7033,65,29.03.2016
0,8844,16235,-478,748,00:00,1134,7033,65,30.03.2016
1,8852,15308,-482,299,01:00,1140,6460,56,30.03.2016
2,8838,14852,-896,402,02:00,1140,6278,55,30.03.2016
3,8835,14721,-1103,496,03:00,1149,6216,49,30.03.2016
4,8837,14560,-1098,353,04:00,1149,6260,30,30.03.2016
5,8815,14749,-1086,452,05:00,1147,6431,25,30.03.2016
6,8824,15330,-384,167,06:00,1145,6573,24,30.03.2016
7,8837,16542,0,658,07:00,1147,6732,25,30.03.2016
8,8829,17234,0,956,08:00,1152,7259,58,30.03.2016
9,8847,18063,0,1961,09:00,1148,7236,69,30.03.2016
10,8842,18205,0,2046,10:00,1141,7161,111,30.03.2016
11,8825,18286,0,2661,11:00,1142,6759,166,30.03.2016
12,8793,17959,0,2284,12:00,1139,6626,193,30.03.2016
13,8802,17870,0,2106,13:00,1132,6654,252,30.03.2016
14,8824,17829,0,2044,14:00,1132,6623,239,30.03.2016
15,8797,17646,0,1891,15:00,1129,6624,204,30.03.2016
16,8786,17605,0,1830,16:00,1134,6733,170,30.03.2016
17,8832,17347,0,1474,17:00,1135,6747,176,30.03.2016
18,8817,17021,0,1818,18:00,1075,6332,153,30.03.2016
19,8828,17308,0,1881,19:00,1082,6393,165,30.03.2016
20,8827,18519,0,3011,20:00,1086,6636,99,30.03.2016
21,8799,18792,0,3156,21:00,1089,6894,92,30.03.2016
22,8825,17999,0,2275,22:00,1095,6998,10,30.03.2016
23,8827,17220,0,1555,23:00,1093,6740,9,30.03.2016
24,8822,16241,-483,704,24,1089,6961,12,30.03.2016
0,8822,16241,-483,704,00:00,1089,6961,12,31.03.2016
1,8824,15141,-887,735,01:00,1079,6468,14,31.03.2016
2,8808,14744,-880,298,02:00,1082,6496,14,31.03.2016
3,8816,14660,-1095,344,03:00,1090,6495,21,31.03.2016
4,8811,14374,-1092,371,04:00,1089,6198,39,31.03.2016
5,8812,14706,-1096,399,05:00,1091,6483,47,31.03.2016
6,8811,15230,-390,171,06:00,1083,6574,27,31.03.2016
7,8806,16461,0,652,07:00,1080,6884,22,31.03.2016
8,8829,17243,0,1262,08:00,1077,7084,49,31.03.2016
9,8829,17990,0,1861,09:00,1075,7177,110,31.03.2016
10,8831,18209,0,2081,10:00,1063,7178,145,31.03.2016
11,8802,18279,0,2352,11:00,1061,7183,187,31.03.2016
12,8822,17820,0,2120,12:00,1081,6604,232,31.03.2016
13,8814,17709,0,1948,13:00,1112,6582,203,31.03.2016
14,8809,17641,0,1946,14:00,1077,6635,238,31.03.2016
15,8816,17241,0,1563,15:00,1082,6655,231,31.03.2016
16,8819,17303,0,1471,16:00,1108,6728,189,31.03.2016
17,8800,17185,0,1500,17:00,1088,6779,204,31.03.2016
18,8805,16713,0,1118,18:00,1098,6799,211,31.03.2016
19,8835,16991,0,894,19:00,1095,6952,214,31.03.2016
20,8819,18276,0,2335,20:00,1093,6672,165,31.03.2016
21,8818,18627,0,3037,21:00,1101,6554,208,31.03.2016
22,8816,17648,0,2582,22:00,1088,5936,205,31.03.2016
23,8814,16946,0,1949,23:00,1105,5742,200,31.03.2016
24,8814,15597,-490,1151,24,1069,5993,138,31.03.2016
0,8814,15597,-490,1151,00:00,1069,5993,138,01.04.2016
1,8829,14844,-888,509,01:00,1061,6099,190,01.04.2016
2,8838,14342,-886,282,02:00,1055,5814,156,01.04.2016
3,8842,13923,-1099,284,03:00,1047,5703,184,01.04.2016
4,8845,14060,-1095,280,04:00,1049,5722,190,01.04.2016
5,8831,14351,-1008,278,05:00,1052,5867,194,01.04.2016
6,8846,14927,-388,400,06:00,1051,5607,196,01.04.2016
7,8831,16165,0,959,07:00,1056,5979,195,01.04.2016
8,8847,16654,0,1215,08:00,1056,6220,234,01.04.2016
9,8806,17321,0,1836,09:00,1062,5909,295,01.04.2016
10,8833,17411,0,2325,10:00,1050,5739,359,01.04.2016
11,8827,17540,0,2536,11:00,1037,5850,372,01.04.2016
12,8832,17288,0,2217,12:00,1035,5833,419,01.04.2016
13,8820,17001,0,2012,13:00,1030,5654,430,01.04.2016
14,8842,17014,0,1985,14:00,1025,5579,423,01.04.2016
15,8842,16878,0,1686,15:00,1027,5573,412,01.04.2016
